comments,Class
tera mukhra hasen jadoo kar gya awesome song awesome dayz awesome memories aik hi chnnel hoa karta tha r sab mip kar dekha karty,1
aik ishq payar brahata he eik jism pyas barhata he hamara tu sajda heishq e khuda ko jo pagl ko bhe apna bnata he,1
sabse bhari super hit gana chhalakata mor jawaniya ye raja pawan singh kajal raghwani super super hit gana bhojpuri mein sabse super hit gana,1
ye gana mere samaj me bahut kam aata h lekin i love this song and i love you jis ladki ne ye gana gaya h kajal i love you touch to my heart,1
this song like sapne me milti haiyeah after listening this song supne mien multi haitune was bumping in my mind for so many days but was not a,1
jab hijir wisaal bann jaaye tab ishq kamaal bann jaaye lovers have heartaches that cant be cured by drugs or sleep or games but only by see,1
sajna way aja hun cheeti nay odikaan teriya labda phirai ga fir milniya tenu meti diya dheriyaa thumbs up listening it again and again keep,1
his hair his charm his energy his smile yeah he isnt the best looking guy in town he is still gorgeous and only a blind woman will not,1
thums up m salmaan ko or romance m shahrukh ko action m akshay ko fittnes m ritik ko piche chhoda re baba aamir bchna re aala re aala rnveer,1
jis tarah aap apni left eye ko right eye se compare nhi kr skte usi tarh bhoj me pawan bhaiya and khesari bhaiya h hit like if you are agree,1
wah its really cool mai aaj bhi es song bar sunta hu love this song jo jo es song ko like krta hai please like this,1
more then a monthn still m stuck with this i feel like this song shld never ever end full on nashe sa chadh gaya hai,1
waqai yr sana javed sabse zada hot hai yeh sab kuch bhi nhi hai uske aagay uska gaana dekhna se zada maza aaj tk kisi bhi gaanay mein nhi aya,1
bollywood actors are so fit i wonder how hard they work out to maintain such amazing form and how they suppress the urge to eat junk food,1
mai teri bohemia eh geet banaya teri entery jive tufan eh mera geet tuse thean nal suno unhoo vekh main chala hoyea main tadh cega chota jeha,1
jo bhai mere favourite actor pawan singh ji ke fans hi jarur like karen aur mere photo ko daba ke subscribe karen please love you pawan singh,1
jo log pawan singh ke best fan hai ooo log like jarur kare ke sabase bada singar hai pawan sing h like kare jald se bhai log,1
this song lead me at the age when i was i think or year tab se ye song aaj tak wese hi fresh hai jese us waqt tha kitna haseen waqt thaa,1
even the best of hindi item songs dont get you in the groove what a great song pawan bhai toh star hai hi but the female singer is also mind bl,1
dare song ushike jo muskurana janta ho roshni nhi usiki jo sama jalana janta ho had jagha mandir mazid aur guruduare nhi he lekin eswa,1
dekha indiansthis how u make music and a videowithout any nude background dancers a simple video that lets u enjoy the music and puts a smile o,1
it is very offensive obscene someone should really slap them and stop all this insanity craziness it is getting too much height of besharmi,1
great work qb youve always been such a nice singer but those comments of indian people unkay liye aur pyar barh gaya hai youre always welcome,1
mai abe ke ho but i love pakistani old song mujai ye songs ka time yad keratay hai ap ka time bht bura hai all time cell mujai ni acha lagta,1
very very nice song heart touching voice lyrics bhut ache videography to kamaal kii h all team done good work keep it up best of luck all,1
very very nice song heart touching voice lyrics bhut ache videography to kamaal kii h all team done good work keep it up best of luck all,1
guys do see nazdeekiyanshandaar soch na sake airlift these songs are too good just because anyone was not having access to internet at that,1
yaar dusre singer bhi hain unse bhi gavaliya karo i think sonu nigham is more versatile singer lekin abhi arjit ka market hain to sab log uske,1
really nashe si chad gyi ye gaana nashe sa chad gya hai dimag pen despite of the weird looks vaani steals the show with her movesawesome dance b,1
yaar pakistani singer itne achey thy kasme their lyrics and voice abrar ul haq jawad ahmed ali azmat shehzad roy alamgir fakhir where all g,1
hai hai this ranveer is also killing it with the smouldering looks he gives vaani vaani you bloody killed it with your dancing no words total re,1
very catchy music bhojpuri music agar aese aur banne suru ho gaye toh desh me thoda dj me bhi badlav aa jaega jo abtak harwanayi ka ho chuka hai,1
im from lahore mia is video ko dykhta ho kuch yad ajta ha i love this place so rumentic place i love shoona so much please forgive me,1
bachpan jab school se wapis ata tha tu ptv lagaata tha woh golden time yad agya jab pepsi smash dekha tha or ye gaana suna tha i hope strings co,1
bekaar music could be better arijit is awesome no doubt vishal dadlani sucks as always aap ke bas nahi raha ab yrf you could take amit trivedi,1
only ranvir singh can pull off both befikre and bajirao and khilji different roles poles apart doing full justice to all good luck ranvir singh,1
bahd m jao sbthare chakr m nahi padta to pta nhi kab ka aur jo badnam keya tumne uska hamesha dukh rhega rand tumhari tumhe hi mubarak tum lato k,1
you guys have no idea how many times i have viewed this song to make the number of views higher then kala chashma because it really deserve it d,1
copied song in india is getting more views than other og songs wow nashe si chad gayi is copied from the japanese anime jonjuo romantica track,1
nashe si chad gyi oye kudi nashe si chad gyi patang si lad gyi oye kudi patang si lad gyi zubaan pe chad gyi oye kudi zubaan pe chad gyiiii,1
pawan singh tu na apna body acha bna le ladki jaisa figure bna raka hai aur hair style ansd kan ka kundal hata le ekdum faddu dikta hai and d,1
ranveer singh his moves full on killerlooking sooo awesome vani simply nailed it n arijit bas ab aur kya chah,1
i love my india but i love ur songs since my college time duur is one of my fvrt album aap log aise hi gaanaa banate rahna this song is superb ow,1
bahut badiya gaana sabse badhiya baat k pehla aisa gents haryanvi gaane me etna badhiyasuperb dance aur acting kr rha h best wishes aise hi acche,1
m i d only one who cant believe this song is sung by arijit pura adnaan banke dil kholke gaya hchlo do disastrous song n trailer k baad kuch dekhn,1
looks like vaani has a big lucknow ka paan in her mouth like those old aunties in lucknow do all the day ama miyaan ranbeer hum aapki begum nahi,1
life me first time pakistan ka song suna smjh to kuchh ni aya but voice n music achcha lga mere bharat desh k gane bahut hi pyare hote h i love,1
mujhe bhojpuri gana aachchha lagta hai lekin kuch kuch aisa bola jata hai chah ke bhi nahi sun nahi sakte hai i am from bihar this song is in top,1
hey who say swag se swagat is best song i am say nashe is chad gayi is best dont compare with viewers and likes always arijit singh is b,1
she has the perfect body no one in the industry has a bod like her i wish i had her body and height her body is perfect but then you come to the fa,1
i love the song and the dance but the main riff of the song sounds awfully similar to sapne mein milti hai kudi mein an old hindi song from satyado,1
i think ranveer singh looks more hotter and gorgeous in royal costumes like bajirao khilji than in modern light dresses hes so perfect and suitable,1
nashe sii chhadh gayi beats nashe sii chhadh gayi onloop vaani looked damn hot doing those dance moves arijit is fabb and ranveer is also good,1
that high pitch uff naseebo has done kamal here i guess far far better than the original no one can touch that high pitch so perfectly as naseebo,1
ki haal sonawan dil da koi mehram raz nai milda oh heart sit with someone who knows the heart go under the tree which has fresh blossoms mevlana,1
bhojpuri ke super hit song hai pawan bhaiya ke pawan bhaiya ke koi bhi nahi record tod sakta hai bhojpuri king hai bhaiya pawan singh ji jio bhaiya,1
i am not against qb but yeh baba bullay shah ka sufi kalam hai koie third grade love story nahi yeh unkay dil ke pukar hai prophetsaw kay liyai,1
i love your video particularly the tips concerning toilet training book something i also found useful for baby toilet training was renkarter tur,1
vijay verma ka dance bahut accha hai haryana me ese dancer bahut kam milte hai pr apne ganne aaj bhi bhabhi or shali pr rahte hai isse hme bahar,1
wo ko kar ke bana pawan singh ka,1
arijit singh is best baki singers style me gate hai par arijit singh folk sad romantic classical rocks sabh me best of best best se b,1
okay i knw the story these guys meet in bar or club have sex then meet again and give each one dare to do some thing for a date like bikini dance in,1
song is good n catchy ranveer is good in dance n looks but vaani looks so awful but her dance is like katrina style in jabtak hai jaan dhoom atb,1
bhojpuri song to pura mahaul hi kharab kar diya sala khulam khula wahi gana hota hai jo pura ganda jagah per sochane par majbur kar deti hai i hate,1
is men dikhaya gya he k jb ap k pass status a jata he to phir hat cheez possible ho jati he pehlay jo hmen impossible lgti hen so we must acheive so,1
girl looks too skinny and hair colour looks like preffered choice of girls on drugs could have done better awesome ranveer and arijit stole it,1
mmmmuuuuaaaaahhhhhhwow song hai bro my fav all song line,1
rohit bhai prajapati kyu marte ho dulhan ke liye dupatta na degi kafan ke liye marna hai to maro yaar batane ke liye tiranga to milega kafan ke liye,1
itna millions to koi koi bollywood songs ka views v nahi ata h wah bhojpuria samaj love you pawan bhai this song is blockbuster in all over world,1
pawan singhji nirahua se aur khesarilal se sikho dance aaj bojpuri ma khesarilal new rising star h aur nirahuaji hamesa se boxoffice king h aisee,1
pakistanio humare india k songs mat watch kiya karo jab izzat se nhi reh skte kamino india ka dekhte or khaate ho or india ko gaaliya or goliyaa de,1
aap sab ko sayad ye pata ni hoga lekin the most viewed indian song this song actually coppied from anime go check out the link u will agree https,1
dance ka mn b na ho pir b dance krne ka mn hota sun k song i love this song very much now days its is favorite song chad gai nase se,1
yo yo paaji ye first song hai jiske million like youtube pe celebrations time keep blessing keep tuning yo yo honey singh i love you,1
jo like nahi karega wo insan nahi jo like karega wo es song ka fan hoga muzhe gana pasad hai kya apko pasad hai jise nahi pasad wo joker,1
baht khoob yr apko to bollywood m try karna chaiyee apke face k expression baht attractive h and inshallah youll try u became a bollywood actres,1
naseebo lal jee aapki awaaz mashaallha bohat piyari he aur mujhe aapki awaaz bot acchi lagti allha aapki awaaz ko humesha ese hi barkrar rakkhe ameen,1
wow what a song and unique voice i m indian and i love both countries people i only hate these corrupt politicians of both countries i love my india,1
pawan bhaiya aapka bahut bada fan hai youtube pe ko gaana apk mission academy pawan bhaiya satya film aapke dono mein gana rahe raat diya buta ke piya,1
assa nazuk dil dy loka ha sada dil na yar dukaya na jhoti wady keethaa kar na jhotia qasma kaya ker tenu keni wary akya aye sanu wal wal na azma ya,1
anjali singh ka to koi status nhi raha hai starting me achi thi pr ab to kisi bhi rah chlte singer ke gaane me dance krne lgti hai km se km gana ka le,1
pawan bhai ke fans hit like kare chhalakata hamro jawaniya chhalakata hamro jawaniya chhalakata hamro jawaniya chhalakata hamro jawaniya chhalakata h,1
song to ekdum fhaddu hai kaal trending pe bhi ayega bhai ab kuch bhi ho rukna maat rokne wale bohot ayenge but bhai aise hit gaaney gaatey rehna b,1
its not just bcz i am pakistani but the thing is i was really used to listen indian songs but ab suneny ka dill nhi krta bcz of not quality lyrics and,1
mast soog,1
jis trha humary singerz humary crickerz humary hocky playerz humary kubadi playerz humary squesh playerz ne pichar pichar kr mara h isi trha war me h,1
mai bhe pawan sir ke tharah bana chata hu mai bhe gana gata hu aur dance bhe karta hu mere photo pe click karyie mera video hai aur jo jo pawan singh,1
best daance yaar kaise practice kiye honge yeh log best best and good song iske dance ke baare mein jitna bolu utni taarif kam hai,1
sachi muhabbt bohat dard daiti hai allah na kary koi kissi sy judda hu muhabbt main insan toot k bhikhar jata hai or muhabbt main russwai b bohat hoti,1
bakwaas banake rakh diye ho bhojpuri film ko har dance tum logo ka ek sex step hota dance nhi karna jante to mat kro na society ko barbaad kyun kr rhe,1
jio mere sher pawan bhaiya aapka koi jawab nhi h aapka aawaj me sakchhat ma sarswati hai aapke jaisa koi nhi hai buland satik voice sidhe dil me asar,1
pawan singh ke fans aapna dum dikha do bhai khesari ko pichhe hi rakho khesari ke fans aapna dum dikha raha hum bhi dikhade jai ho pawan singh ke fa,1
love bhaiya ji super song maha record in bhojpuri industry only pawan singh bhojpure ka ek aise singer hai jo aisa record bana sakte hai love you bh,1
sharam nahi athee tamam pakistani actresses par poora dunaiya k samna nachna acha hota hai islam human in baat ke ijazat nahi deta par tum logo ma gha,1
banlan sharam nahi ati ya hal ha pakistan ka hahahahahahahahahahahahahahaha,1
aap ke bav song good save logo ko bahut pashnd aate hai aap and raju panjabi hai ke song good song my name is pushpendra singh up bulandrashahre g,1
swag ke samne nahi tika yea nasha swag se swagat most liked song and highest views within a short period of time,1
song ho to arijit singh ka koi bhi asa song nhi jo na kamiab howa ho arijit singh asa singhr he jes k ghr me gelas bhi gerta he wo bhi sor se bajta h,1
mere khyal se bhojpuri film industry pe band lagana chahiy aur in heroes ko to shayad playboy ka v roll na mile chalo jungle me shiyal raja tav hota h,1
muje haryanvi song achhe ni lagte lekin jb se sandal song suna h dekha h muje bahut pasand aaya h sara din sunti hu acting bahut dhasu h sir or aap bh,1
sarmad bahi plxxxxxxx naseebo k sath aur bhe ehsy he song banhen plxxxxxxxxx mi dubi mi hon sab ne bhot pasand keay aue also indian people plxxxx,1
honey paji aapka bahut bada fan hu aur aap apne gane aur kab ja rahe ho jaldi se lao yaar wat lagi padi hui hai samajh rahe ho na aap jaldi se lao nah,1
bhajiya gana to achha hai par video ke upar mein hindi mein missing karthe the toh jeene ko samajh mein nahi aata hai bhasha unko bhi samajh mein aa j,1
awesome yaar maza aa gaya too good too good yo yo is back all the best yoyo maza aa gaya bhai you are awesome too good boys and rape yo yo honey singh,1
ager kisi bhi person ko modling singing dancing ma interested ho vo contact kar skta h or income resources bhi bhut acha h apna number send kare comme,1
mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast mast,1
someone asked me how can i see real life lion i replied go and see pawan bhaiya on youtube and cinemas jia ho bihar ke lala aara se chapra sab phaad d,1
mast mast mast mast mast song hey mere yo yo singh aa gaye ho ho ho mere yo yo singh aa gaye mere honey singh aage i love song from the yo yo honey si,1
jo chote singer ka geet chori karke jata hai chhote singer ko apne friend ko gali deta hai usi ka support aap log karoge karo dusra geet tu hi nahin s,1
bai bhut bhut bhut bhut bhut bhut bhut bhut bhut bhut mast video nd raju punjabi tooo much wonderful nd endddddddddddd video superrrrrrrrrrrrrrrrbbb,1
kwny warkawee ma bndy xan owahee ufffffffffffffffffffssssssssssssssssssssss aw baba b dy fa kwnaaa waheee ws ye khwnd wakoo owaha baba jenai fa kwanaa,1
billu pakra gaya tha nanga ooh pura nanga sofay pe leta huwa tha iski ami aa gaeen aankhoon pe hath rakh k kehteen besharam aadmi dafa ho ja yahan say,1
kamal yaar,1
kamal ke aawaz hai i like u,1
taher shahab aap kamal ke bande ho,1
gjb ladke kamal kar diya tune tolaga reh bhai,1
india jany ki tyaria mukamal ho chukiii is ki b,1
after effect i started respecting kamal r khan,1
wah omprakash kamal hai shot lagani hai vulugur ka next level,1
buhat kamal ka buhat achalyrics band kardo baqii music acha hai,1
bc kamal khankrk teri takar ka chutiyapaa krne wala mil gaya aakir,1
indians cheatershmare kamal song ko kia bna dia,1
song likhne wala kamal h kuch bhi awaz toh usse bhi zyada,1
oh bc om bro kamal hi kar diya yar me tuje kya smjta tha tu to awesome hai bro pure killer,1
omg front say kamal lag rahi but jab back dekhi toh shock lag gaya bc flat as fuck gand he nahi hay,1
kera song bhai kamal ker dia ise to bc hate ker ne ka matlab he ni h nice bro part la maje aa gye,1
waaaah sot wale bhai akheeer kardia apne to ab sot kon lagata hai apki yeh b daikhain ge lakin bohot kamal ki video thi,1
bhai aapki ye baat galat hai ki aapne bb ki video youtube se hatwa di kamal hai sirf sec ki hi toh audio thi agar aap sache artist ho to wo claim,1
bhaiyo ap sab rapers ki yo yo ab mare ga ab dekho raper ka kamal ek no bhai mst song koi bhi esa gana nhi h jo bekar honsab ek no abhi toh shuruat h,1
nice man omi bhai tu bas kamal kar dera he aaise he improve karte rah u will definately can be fab rapper really enjoyed the beats and the lyrics bha,1
nice hi lovely song,1
nice yar ma sha allah,1
nice song bakwas actress,1
mehwish achi hai nice song,1
nice beat ye sot lagani hai,1
mainu sot lagani hai nice song,1
menu sot lagani hai nice one,1
nice song bhat acha song ha ap ka,1
gajabsot sot sot lagani hainice rap,1
nice bhai iss baar tune aage laga di,1
nice keep it up sotsquad sotlaganihai,1
nice song bs song ka music acha ha bs,1
the song is nice but the vedio is bad faltu,1
wao nice songbetter then indian bakwas song,1
nice lyrics bancho,1
nice bhai roasting wale kaa maa chod de bhai,1
sot lagani haiiiiiii nice bro,1
ab toh bas sot sot sot sot sot lagaaaani hai nice video,1
nice hain yaar kon sala hain jo bhai ko gaali deta hain,1
wow nice telent is sey acha to dinjakpuja gaa ley tey hain,1
very nice video very so much meri behan ko bhut pasand hai,1
httpsyoutubehgcydzufswk bhai copy sa laga but nice hai,1
sot lagani hai nice gonna be more famous brother,1
nice song or kis ne massge nahi kia yah song kis ko pasand ni h,1
nice dress mainu sot lagani he,1
nice song but beat leon on jesi same hai last tak,1
soundtrack bahut acha hai nice awaz par aap ki dress sahi nhi hai,1
bhai keep it up nice song duniya kuch b bolay tu sab ko shot laga,1
yr mujhe sirf itna bataw du yeh video kese edit krein nice taher bahi,1
bhut soulful song h bhi cinematography was nice congress for million,1
bhojpuri ka itihas me sabse hit pawan bhaiya ka ye song very nice song,1
very nice song and voice is owsum good tahir shah or song bhi bnao,1
nice bro kuch chutye tume age nhi jane dengey lekin tum bhut agey jaogey,1
pakistani song phir chura liya orignal one was better nice try mika,1
very very nice song pr dressing ni achipakistaniyon pr ye dressing suit ni krti,1
bro really awesome music log chutiye hai bhai jo tumhe troll kr rahey hai nice song,1
part better than this but nice songs good luck brother god bless you sot lagani hai,1
bc mast sot lagayi relekin bhai itna mat lagaaya karaunty thak jaayegi bcnice song,1
nice song she looks absolutely stunning but i feel like choreography better ho skti thy,1
awesome bro nice song aap kitna bhi boldo par aapke tarah shot koi nahi laga nahi sakta,1
nice song bhai tune kuch sikha he or tu improve hua he isliye accha laga good work god bless you,1
buddho ke liye love wala song ek buddha ager kisi buddhi se pyar kare to its suitable nice but,1
buddho ke liye love wala song ek buddha ager kisi buddhi se pyar kare to its suitable nice but,1
ooo bs film hy hr koi aysa ni hota jesy ap soch te hy acha intertanment ho gae bs nice film nd song,1
nice aisi voice mein gaya kro bhai kasam se bahuut popular ban jayo gee but sad song mat gana,1
acha hai,1
level hai,1
mst h,1
mast songs,1
music acha h,1
acha song hai,1
bhai mast gana,1
bhohat acha hai,1
bohot acha laga,1
location mast hai,1
mast gana,1
acha laga raha ha,1
acha hai song yaar,1
bhai mast hai gana,1
wese rythm acha hai,1
acha haii good,1
apne msg se to acha hai,1
thank you itna acha song,1
bhai yr tu na mast hai,1
wow tahir is best singer yar,1
bhaiii osmm aggaa laga degaa,1
bhai ne fir se mast shot lagaya,1
pichle wale se mast h bhai ldke,1
wow ayesha omer ki awaz kitni achi h,1
sakal achaa nhi h but beat mast laga,1
tera rap mujhe mast laga bro love you,1
bhai tu masti ka hai ya jabardasti ka,1
song acha ha lakin dres zada chuta ha,1
tunning vip h acha to h jealous people,1
phle wale se acha sot lagaya h is baar,1
yaar composition aur music acha hai,1
mastttttt h yarr kudi,1
wah g kamaal ho gya bohut improve aa gya,1
muje part jada acha laga bhai keep it up,1
gana itna acha,1
vai ne daaru wala word nehi chodege yo wow,1
song acha hai,1
mast hai vi manu v shto lagani he,1
song acha hy but dance keep it up,1
wah itna acha nai mgr its cute deserve a like,1
acha laga pele vale se ye vala song and video,1
he he mast hai sot lagani menu sot lagani hai,1
to be honest song acha ha,1
ye toh kamaaal kar diya londe tune,1
music acha hai voice ura do p bande ko bhi d,1
bhai tu to osm hai,1
i love this song yaar flute ka kaam kamaal ka hai,1
wow pakistani beauti ye hoti hai beauti ayesha omer,1
bacha to cute hai not evrything is bad abt dis video,1
sot sot sot lagani hai mast hai bhaiii part,1
bhai he sach me acha hey pichle baar ke type nai hey,1
tune too kamaal kar diya bhai part se mast hai part,1
kya tagda sot lagaya bro keep it up dude osm osm osm,1
bai muje y song bahot acha laga apka agla song kab ayega,1
uff friends iss song ny tu dhoom macha di amazing this song,1
kamaal ka music he yar upr se ur voice just killed it,1
teri sari videos me se ye sabsa acha ganna h,1
kamaal k hai bhai tumi wish tuje ek chance bollywood me bhi mile,1
hila daala bhai beat kamaal ka h isliye like kr rha hu,1
wow star haan mast song ekdum rebecca black ko bhi peeche chod diya,1
wow such a beautiful song main toh fan ho gaya inka,1
vai tera gana mast tu gate ja duniya kuch vi bole apne dil ka sun na,1
bhai mast hai bhaiawesome bhai tune aag laga dia loved this song so much,1
masttt yarrr koi kuch khe ye gana sunn ke maza sa ajata hai sahi me,1
ek dum mast lg rai ho logo ko kam critisize krna,1
this song is your masterpiece never stop making music taher bhai thank you,1
keep working bro kamaal ka hard work kar raha hai want more songs,1
wow love u paji,1
bhai hate wale sab attention maang rhe hai tu banata re mast hai,1
wow tumare voice bohat upgrade hui hai ya bhai good job quint neon ki ma ki chut,1
bhai music mast tha romantic majja agya awaj main hug dia video ki baat mat kro bc,1
last wala sot lagani menu sot lagani hai mast ringtone banega yarr ajj se yahi ring tone mera,1
ish baar maja aa gaya yaar manu bhi shot lagani hai ab londa style mai aa gaya mast yaar,1
nice your every song keep it on,1
nice video bhai lay or rapping to kamaal ki hai bhai aaj pahli bar song suna hai omprakash mishra ka,1
nice work bhai pichle part se to kafi better haii expect nhi kiya tha but great work bro keep it up,1
music faadu he aur tum toh ho hi kamaal i support u dude gaate rehna we r with u,1
nice song bro sot lagani menu sot lagani menu sot lagani menu sot lagani hai ossam line,1
bhos,0
nahi,0
sala,0
lanat,0
lanat,0
faltu,0
lanat,0
kutte,0
gandu,0
lanat,0
lanat,0
lanat,0
lanat,0
lanat,0
lanat,0
lanat,0
lanat,0
lanat,0
randi,0
lanat,0
lanat,0
bekar,0
faltu,0
lanat,0
lanat,0
bekar,0
ayaan,0
bekar,0
bekar,0
bekar,0
bekar,0
bekar,0
bekar,0
faltu,0
bekar,0
burra,0
chodu,0
faltu,0
chutia,0
bakwas,0
ghanta,0
salaaa,0
ghanta,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
lanati,0
kanjri,0
bakwas,0
bakwas,0
gandoo,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
maro v,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
fazool,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
chutad,0
chutad,0
chutya,0
chutia,0
chutya,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
bakwas,0
chutiya,0
chutiya,0
bakwass,0
chutiya,0
bakchod,0
bakwaas,0
bakwaas,0
bakwaas,0
bakwaas,0
bakwaas,0
bakwaas,0
bakwaas,0
bakwaas,0
bakwass,0
banchod,0
bc sala,0
mc sala,0
bhosdri,0
choteya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
bakwaas,0
benchod,0
banchod,0
chutiya,0
tati bc,0
bakwaas,0
lanat h,0
bakwaas,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
bakwass,0
bakwass,0
bakwash,0
bakwaas,0
bakwaas,0
bakwaas,0
bakwass,0
buurraa,0
bakwaas,0
bakwaas,0
bakwaas,0
bokchod,0
panchod,0
bakchod,0
machodi,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiye,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chuteye,0
chutiye,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiye,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiye,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiyo,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiya,0
chutiyo,0
bc sala,0
sala mc,0
bakwass,0
bakwase,0
bakwass,0
bakwash,0
banchod,0
haat bc,0
bakchodi,0
sala gay,0
bhosdike,0
bakwasss,0
bakwasss,0
bhosdike,0
bhosdike,0
bhosdika,0
bhosdike,0
lanat ho,0
randi bc,0
bhenchod,0
bakchodi,0
bhenchod,0
ganachor,0
bad gana,0
kuch bhi,0
lanat hy,0
lanat hu,0
bhanchod,0
bakwaash,0
ja gando,0
pudi hai,0
besharam,0
besharam,0
basharam,0
mc bc om,0
bakchodi,0
backchod,0
bhenchod,0
bahnchod,0
bhanchod,0
behnchod,0
bakwasss,0
bakwasss,0
bakwasss,0
bakwas h,0
chuthiya,0
chutiyaa,0
tari gar,0
hkg sala,0
chu sala,0
chutiya,0
chutiyapa,0
backchod,0
maderchod,0
madarchod,0
sala lodo,0
hatt sale,0
gwar sala,0
randi hai,0
bakar hai,0
ganda hai,0
bekar hai,0
saala gay,0
chal sala,0
abey sala,0
dhat sala,0
bhosdi ke,0
bhosde ke,0
tati gana,0
kuti kuti,0
madrrchod,0
land lele,0
chor saly,0
faltu hai,0
behayai m,0
lanat hai,0
chutiyaaa,0
bomb h yr,0
he na she,0
baysharam,0
bekar hai,0
bhainchod,0
auntychod,0
madarchod,0
madarchod,0
madarchod,0
madarchod,0
maderchod,0
maderchod,0
maderchod,0
maderchod,0
behenchod,0
madurchod,0
behenchod,0
maderchod,0
bahenchod,0
chutiyeee,0
chutiya g,0
gay salaa,0
bhak sala,0
taro sala,0
bakwashhhh,0
matherchod,0
wr gya wai,0
laanat hai,0
bakwas rap,0
kya lau,0
sukha land,0
maderchod,0
sala joker,0
chutiyavag,0
bekar song,0
hizra sala,0
bekar song,0
chutiye no,0
sala kutta,0
bekar song,0
bekar song,0
bikar song,0
sale kutte,0
ducky bhai,0
loda saala,0
tatty sala,0
pagal sala,0
pagal sala,0
chaka sala,0
bhosriwale,0
bhosdiwala,0
chl bhosdk,0
kiner sale,0
tatti gana,0
katua sala,0
hijda sala,0
gay ha kia,0
madar chod,0
matherchod,0
kuch bhi,0
bekar song,0
lakh lanat,0
lanath,0
baokachoda,0
aman nayak,0
bakwas hai,0
faltu song,0
ghatia hai,0
ghatia hai,0
sharam kro,0
sharam kro,0
bae sharam,0
bekar song,0
bekar song,0
mc bc sala,0
madharchod,0
madharchod,0
matherchod,0
suaar chod,0
madharchod,0
madharchod,0
madar chod,0
madharchod,0
madharchod,0
mater chod,0
madharchod,0
bhosdichod,0
motherchod,0
be chutiya,0
chutiyyaaa,0
are chutya,0
chutiya bc,0
chutiyaaaa,0
chutiyaaaa,0
chutiya pa,0
chutiya bc,0
chutiya pa,0
gandu sala,0
sale gandu,0
pagal kiya,0
bekar gana,0
bekar gana,0
teri ma ki,0
teri ma ki,0
teri ma ki,0
salam bhai,0
fuddu sala,0
fuddu sala,0
sala tappu,0
kekra sala,0
tatti sala,0
sala hizda,0
kekda sala,0
bakwas,0
saale chuye,0
sala copied,0
saala budda,0
bakwas song,0
bakwas song,0
chutia sala,0
boycottbaji,0
boycottbaji,0
boycottbaji,0
boycottbaji,0
qaumtabahai,0
no chutiya,0
sala kekra,0
ye gana koe,0
sale kuttay,0
kharab song,0
kaale ho xd,0
kaale ho p,0
kale ho wtf,0
faltu gaana,0
oye a kia a,0
kiya tha ye,0
bakwassssss,0
bakwas song,0
bakwas song,0
bakwas song,0
bakwas song,0
bakwas song,0
sala bharva,0
sala bhadwa,0
sala paagal,0
marja saale,0
marja saale,0
chakka sala,0
chhaka sala,0
bhosdi wlee,0
chutya sale,0
lagana bnki,0
behaya orat,0
fahash orat,0
lant h lant,0
abe kya tha,0
meetha sala,0
gandu choda,0
chutya song,0
tatti gaana,0
lanat lanat,0
chas nhi ai,0
harami sale,0
maadarchodd,0
chakka sala,0
bakbas gana,0
bakwas song,0
bakwas song,0
bakwas song,0
bakwas song,0
akdam bekar,0
faltu dance,0
faltu songs,0
damii h bor,0
bakwas song,0
bakwas song,0
bakwaas,0
sharam karo,0
aby bc fuck,0
pagla choda,0
madhar chod,0
maadar chod,0
mother chod,0
kitna bekar,0
chutya loda,0
bakwas song,0
chutia sala,0
sala chutha,0
